Região - residência,Maranhão,Piauí,Ceará,Rio Grande do Norte,Paraíba,Pernambuco,Alagoas,Sergipe,Bahia, Total
Região Nordeste,17131,5602,22348,16736,8372,24507,10354,3661,23349,132731
