Região - residência, Maranhão, Piauí, Ceará, Rio Grande do Norte, Paraíba, Pernambuco, Alagoas, Sergipe, Bahia, Total
Região Nordeste,18798,5779,23098,19163,9575,24384,12676,4610,24367,143833
