Região - residência,Maranhão,Piauí,Ceará,Rio Grande do Norte,Paraíba,Pernambuco,Alagoas,Sergipe,Bahia, Total
Região Nordeste,11339,4243,24839,13210,6928,19731,8520,2852,19474,111785
