Região - residência,21 Maranhão,22 Piauí,23 Ceará,24 Rio Grande do Norte,25 Paraíba,26 Pernambuco,27 Alagoas,28 Sergipe,29 Bahia, Total
2 Região Nordeste,12276,5830,33555,14690,10892,22815,8227,2776,22758,134484
